mrr,timestamp,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore,checkpoint_dir_name,metrics/mr,metrics/mrr,metrics/hits@1,metrics/hits@3,metrics/hits@10,metrics/hits@10_50,opts/opts.accuracy_threshold,opts/opts.recall_threshold,opts/opts.accuracy_graph,opts/opts.recall_graph,opts/opts.accuracy_graph_complement,opts/opts.recall_graph_complement,opts/tuning,opts/args,opts/device,opts/cfg/output_dir,opts/vars/gpus,opts/vars/version,opts/cfg/dataset/class,opts/cfg/dataset/root,opts/cfg/dataset/version,opts/cfg/model/class,opts/cfg/model/input_dim,opts/cfg/model/hidden_dims,opts/cfg/model/message_func,opts/cfg/model/aggregate_func,opts/cfg/model/short_cut,opts/cfg/model/layer_norm,opts/cfg/model/dependent,opts/cfg/model/remove_one_hop,opts/cfg/task/num_negative,opts/cfg/task/strict_negative,opts/cfg/task/adversarial_temperature,opts/cfg/task/metric,opts/cfg/optimizer/class,opts/cfg/optimizer/lr,opts/cfg/train/gpus,opts/cfg/train/batch_size,opts/cfg/train/num_epoch,opts/cfg/train/log_interval
0.4341962933540344,1717842884,False,1,6c51a_00005,2024-06-08_18-34-44,8604.903374671936,8604.903374671936,1281182,lily-gpu05,172.21.47.106,8604.903374671936,1,,67.47651672363281,0.4341962933540344,0.31644004583358765,0.49567365646362305,0.6718170642852783,0.9786379337310791,0.007,0.08,True,False,False,True,True,"Namespace(accuracy_graph=True, accuracy_graph_complement=True, accuracy_threshold=0.5, config='config/inductive/nell995.yaml', recall_graph=True, recall_graph_complement=True, recall_threshold=0.5, seed=1024)",cuda,~/scratch/experiments/,[0],v3,IndNELL-995,~/datasets/knowledge_graphs/,v3,DistinctiveNBFNet,32,"[32, 32, 32, 32, 32, 32]",distmult,pna,True,True,True,True,32,True,0.5,"['mr', 'mrr', 'hits@1', 'hits@3', 'hits@10', 'hits@10_50']",Adam,0.005,[0],16,20,10000
