mrr,timestamp,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore,checkpoint_dir_name,metrics/mr,metrics/mrr,metrics/hits@1,metrics/hits@3,metrics/hits@10,metrics/hits@10_50,opts/opts.accuracy_threshold,opts/opts.recall_threshold,opts/opts.accuracy_graph,opts/opts.recall_graph,opts/opts.accuracy_graph_complement,opts/opts.recall_graph_complement,opts/tuning,opts/args,opts/device,opts/cfg/output_dir,opts/vars/gpus,opts/vars/version,opts/cfg/dataset/class,opts/cfg/dataset/root,opts/cfg/dataset/version,opts/cfg/model/class,opts/cfg/model/input_dim,opts/cfg/model/hidden_dims,opts/cfg/model/message_func,opts/cfg/model/aggregate_func,opts/cfg/model/short_cut,opts/cfg/model/layer_norm,opts/cfg/model/dependent,opts/cfg/model/remove_one_hop,opts/cfg/task/num_negative,opts/cfg/task/strict_negative,opts/cfg/task/adversarial_temperature,opts/cfg/task/metric,opts/cfg/optimizer/class,opts/cfg/optimizer/lr,opts/cfg/train/gpus,opts/cfg/train/batch_size,opts/cfg/train/num_epoch,opts/cfg/train/log_interval
0.4961570203304291,1717508440,False,1,11844_00004,2024-06-04_21-40-40,5742.69645690918,5742.69645690918,742004,lily-gpu05,172.21.47.106,5742.69645690918,1,,51.364013671875,0.4961570203304291,0.37970709800720215,0.5711296796798706,0.6861924529075623,0.9538920521736145,0.6000000000000001,0.004,True,False,True,True,True,"Namespace(accuracy_graph=True, accuracy_graph_complement=True, accuracy_threshold=0.5, config='config/inductive/fb15k237.yaml', recall_graph=True, recall_graph_complement=True, recall_threshold=0.5, seed=1024)",cuda:0,~/scratch/experiments/,[0],v2,IndFB15k-237,~/datasets/knowledge_graphs/,v2,DistinctiveNBFNet,32,"[32, 32, 32, 32, 32, 32]",distmult,pna,True,True,True,True,32,True,0.5,"['mr', 'mrr', 'hits@1', 'hits@3', 'hits@10', 'hits@10_50']",Adam,0.005,[0],16,20,10000
